image,caption,audio
JQeA5yDfeSo.png,A train horn honking as a train runs on railroad tracks followed by a high-pitched train horn then a woman speaking,./data/audiocaps/dataset/train/JQeA5yDfeSo.wav
0NIW_5zr2zg.png,"A bird or animal makes a noise, then a dog barks",./data/audiocaps/dataset/train/0NIW_5zr2zg.wav
0NFzRKGUF24.png,A small motor is running and being revved somewhat,./data/audiocaps/dataset/train/0NFzRKGUF24.wav
0NQfTsmE4tA.png,Engine idling then beginning to rev up,./data/audiocaps/dataset/train/0NQfTsmE4tA.wav
0NQgRfoIsC0.png,A large motor vehicle is running and adult males are talking,./data/audiocaps/dataset/train/0NQgRfoIsC0.wav
0NQ4q4Dzctg.png,A duck quacks multiple times,./data/audiocaps/dataset/train/0NQ4q4Dzctg.wav
0NREcrTZMU0.png,Toilet flushing,./data/audiocaps/dataset/train/0NREcrTZMU0.wav
0NRbrHjxkFk.png,Multiple voices speak with a vehicle in the background,./data/audiocaps/dataset/train/0NRbrHjxkFk.wav
J6FB_OcHdNk.png,Clip clops from a horse with faint speaking from people,./data/audiocaps/dataset/train/J6FB_OcHdNk.wav
J5zkGAdLjO4.png,A man laughing then sniffling before sneezing followed by another man laughing,./data/audiocaps/dataset/train/J5zkGAdLjO4.wav
J634XW5DNrA.png,"A lady talking making boom, breathing and hissing noises",./data/audiocaps/dataset/train/J634XW5DNrA.wav
vFhrsAWLUKA.png,"A man speaks, someone laughs, and a man and boy speaks with music in the background",./data/audiocaps/dataset/train/vFhrsAWLUKA.wav
nTJLAKHSx30.png,"A young boy talking, followed by a bird flapping its wing and something splashing in the water while a man and woman are talking in the background",./data/audiocaps/dataset/train/nTJLAKHSx30.wav
IICMPuV8wpM.png,A faint quick bang,./data/audiocaps/dataset/train/IICMPuV8wpM.wav
nT8-kDTLCZk.png,Consistent thumps and a door closes followed by a police car siren,./data/audiocaps/dataset/train/nT8-kDTLCZk.wav
4ksEvXq-i7w.png,A cat meows a person laughs and speaks,./data/audiocaps/dataset/train/4ksEvXq-i7w.wav
4kqNo2Iphpg.png,Engine with background talking and music with a deep base,./data/audiocaps/dataset/train/4kqNo2Iphpg.wav
4kmKc1bUHw8.png,Wind is blowing and something is rustling,./data/audiocaps/dataset/train/4kmKc1bUHw8.wav
4ks0_dkWNGw.png,A cat meows once,./data/audiocaps/dataset/train/4ks0_dkWNGw.wav
4krcbOaBYCk.png,A man is giving a speech,./data/audiocaps/dataset/train/4krcbOaBYCk.wav
4kgd3ja-6TI.png,Birds are flapping their wings and people are talking in the distance,./data/audiocaps/dataset/train/4kgd3ja-6TI.wav
4kdyG-zcxw0.png,Phone is ringing and woman is talking,./data/audiocaps/dataset/train/4kdyG-zcxw0.wav
4kk8OLURa9E.png,A man gives a speech to a noisy crowd,./data/audiocaps/dataset/train/4kk8OLURa9E.wav
t2azv8MxKac.png,"In a quiet environment, a tune is whistled",./data/audiocaps/dataset/train/t2azv8MxKac.wav
5U-_8_97k7o.png,Multiple large explosions,./data/audiocaps/dataset/train/5U-_8_97k7o.wav
zwgDCOc9vCI.png,Typing and clicking on a keyboard,./data/audiocaps/dataset/train/zwgDCOc9vCI.wav
zwgKT5FFYIU.png,A woman talking as a group of dogs bark while a door creaks open followed by a man speaking softly in the background,./data/audiocaps/dataset/train/zwgKT5FFYIU.wav
zwWRBhVTC18.png,Plastic rattling followed by compressed air releasing as a lawn mower runs in the distance and birds chirp in the background,./data/audiocaps/dataset/train/zwWRBhVTC18.wav
zwdx3YiYcSw.png,A desktop printer operating,./data/audiocaps/dataset/train/zwdx3YiYcSw.wav
zwPtG8ddruM.png,A vehicle accelerates followed by a man talking,./data/audiocaps/dataset/train/zwPtG8ddruM.wav
zwS3NlGMXoc.png,A toy helicopter motor starting up then flying as wind blows into a microphone,./data/audiocaps/dataset/train/zwS3NlGMXoc.wav
5TqSRMvAGuI.png,An engine softly clacks,./data/audiocaps/dataset/train/5TqSRMvAGuI.wav
5TqxfqRNb2U.png,Human speech with a duck softly quacking,./data/audiocaps/dataset/train/5TqxfqRNb2U.wav
5TwM0Oqljv8.png,People giggling and water splashing,./data/audiocaps/dataset/train/5TwM0Oqljv8.wav
5TxbaYT-o_s.png,"Water trickles, motorized vibrations",./data/audiocaps/dataset/train/5TxbaYT-o_s.wav
5U-66CNbOaU.png,"A crowd is clapping and cheering, and an adult male speaks",./data/audiocaps/dataset/train/5U-66CNbOaU.wav
5U-KlgZr4BY.png,A train engine from a distance,./data/audiocaps/dataset/train/5U-KlgZr4BY.wav
3VarJCENEZA.png,A helicopter is in use and people are talking,./data/audiocaps/dataset/train/3VarJCENEZA.wav
3VbOnpBE-Pg.png,Man is talking,./data/audiocaps/dataset/train/3VbOnpBE-Pg.wav
pWKtecz1A1k.png,Some surface is rubbed and an insect flies,./data/audiocaps/dataset/train/pWKtecz1A1k.wav
3VWFyEE18D4.png,A woman speaks followed by a whimper sound and a hand petting and tapping,./data/audiocaps/dataset/train/3VWFyEE18D4.wav
4uDh9kO7TP4.png,"A woman speaks, small dogs bark and whine",./data/audiocaps/dataset/train/4uDh9kO7TP4.wav
6cwH7edjnvI.png,"A man speaks, some people laugh, and explosions occur in the background",./data/audiocaps/dataset/train/6cwH7edjnvI.wav
4trGKbbTmC4.png,A dog barks and people are talking,./data/audiocaps/dataset/train/4trGKbbTmC4.wav
4u9VlBM4UqI.png,Water is flowing down,./data/audiocaps/dataset/train/4u9VlBM4UqI.wav
6cxqVqUnjY8.png,Male voices communicating back and forth while an engine is running in the background,./data/audiocaps/dataset/train/6cxqVqUnjY8.wav
4qBXePjpr_Q.png,"Emergency vehicle sirens are blowing, motor vehicle engines are running, and a car door slams",./data/audiocaps/dataset/train/4qBXePjpr_Q.wav
6n4sp1Io-b0.png,A car motor runs,./data/audiocaps/dataset/train/6n4sp1Io-b0.wav
gFJVNBOC2JU.png,A man speaks with a bird chirping consistently,./data/audiocaps/dataset/train/gFJVNBOC2JU.wav
gF9_ZSsZYVM.png,"Rustling, murmuring and chirping followed by a gunshot and then laughter",./data/audiocaps/dataset/train/gF9_ZSsZYVM.wav
gF7BXi8QWGk.png,A vehicle engine running then revving as an air horn blows several times,./data/audiocaps/dataset/train/gF7BXi8QWGk.wav
H-tsKPlDn7U.png,A vehicle door opening and closing as two men are talking while a dog is barking before a vehicle engine starts up and accelerates,./data/audiocaps/dataset/train/H-tsKPlDn7U.wav
H-tboMQKHOE.png,A gun is shot and loaded while a duck quacks and a man briefly talks,./data/audiocaps/dataset/train/H-tboMQKHOE.wav
cCdSg4XQNMs.png,A loud close continuous oink of a pig and then people yelling in the background,./data/audiocaps/dataset/train/cCdSg4XQNMs.wav
cCaZo2I7Mu4.png,An airplanes engines roar with static in the background,./data/audiocaps/dataset/train/cCaZo2I7Mu4.wav
6nJ9zXqHerc.png,A person speaks then food fries,./data/audiocaps/dataset/train/6nJ9zXqHerc.wav
3Vn45ZJ1iOA.png,Men are yelling and a gun is being fired,./data/audiocaps/dataset/train/3Vn45ZJ1iOA.wav
pT6JvsBkfKs.png,A man yells and a number of cannons far then rattles and gunfire,./data/audiocaps/dataset/train/pT6JvsBkfKs.wav
pTBUrSTgiXo.png,A toy helicopter engine starting up then flying,./data/audiocaps/dataset/train/pTBUrSTgiXo.wav
1HvP1jbGlv8.png,"An adult male is speaking, crickets are chirping, and hissing is occurring",./data/audiocaps/dataset/train/1HvP1jbGlv8.wav
70NrXtKwesM.png,A man is speaking over a microphone as his voice reverberates,./data/audiocaps/dataset/train/70NrXtKwesM.wav
B4t4ut6hH6g.png,Mechanical humming and a faint ticking clock,./data/audiocaps/dataset/train/B4t4ut6hH6g.wav
70JxIOkUj_w.png,A woman is giggling then burps and laughs,./data/audiocaps/dataset/train/70JxIOkUj_w.wav
Mn1k3aOGxnc.png,A baby laughs and a silly man makes turkey gobble sounds,./data/audiocaps/dataset/train/Mn1k3aOGxnc.wav
70E3Fgu44rQ.png,Wind is picking up at a fast speed,./data/audiocaps/dataset/train/70E3Fgu44rQ.wav
MnIR5gyERFw.png,"Wind blows nearby, as people talk and scream in the distance",./data/audiocaps/dataset/train/MnIR5gyERFw.wav
TvV5WGeHqK0.png,Something explodes,./data/audiocaps/dataset/train/TvV5WGeHqK0.wav
1HzQFCrWnOA.png,A child is talking and in the background sound of water trickling,./data/audiocaps/dataset/train/1HzQFCrWnOA.wav
oGzBVIHahaY.png,A burst of wind followed by a loud splash then a man speaks followed by a goofy sound effect,./data/audiocaps/dataset/train/oGzBVIHahaY.wav
1Hwx3R6pD3g.png,Children talking in the background and the grunt of an animal,./data/audiocaps/dataset/train/1Hwx3R6pD3g.wav
NpLPCD1PiGo.png,Squeaking then bus idling man and woman speaking,./data/audiocaps/dataset/train/NpLPCD1PiGo.wav
1aNLeVBB9RQ.png,Walking followed by a toilet flushing,./data/audiocaps/dataset/train/1aNLeVBB9RQ.wav
1aJazw1BwKQ.png,A car engine is idling,./data/audiocaps/dataset/train/1aJazw1BwKQ.wav
1aG3QX2o-RM.png,Man talking while loudly cutting and a frying sound in the back,./data/audiocaps/dataset/train/1aG3QX2o-RM.wav
5HMsRlqxlsA.png,An engine trying to start,./data/audiocaps/dataset/train/5HMsRlqxlsA.wav
5HRNrvHJ5KY.png,A man's voice is overlapped with a dog barking,./data/audiocaps/dataset/train/5HRNrvHJ5KY.wav
5HW-z5ETbEg.png,A woman is speaking in a foreign language over upbeat music that is playing,./data/audiocaps/dataset/train/5HW-z5ETbEg.wav
5HdAyXf-GAg.png,"A person speaks then another interrupts, the crowd jeers",./data/audiocaps/dataset/train/5HdAyXf-GAg.wav
1aHGrVdoIas.png,Running vehicle and screeching tires,./data/audiocaps/dataset/train/1aHGrVdoIas.wav
1aHFXcdqxx0.png,Man speaking continuously,./data/audiocaps/dataset/train/1aHFXcdqxx0.wav
DBjQUbJNHwc.png,A woman is giving a speech,./data/audiocaps/dataset/train/DBjQUbJNHwc.wav
DBinkdcHf08.png,Police sirens blare and as they get closer and farther away,./data/audiocaps/dataset/train/DBinkdcHf08.wav
DBb0BasKlbo.png,Rustling and clanking,./data/audiocaps/dataset/train/DBb0BasKlbo.wav
DBO8lX-zCms.png,A woman is speaking,./data/audiocaps/dataset/train/DBO8lX-zCms.wav
DByNvRcTTeo.png,"Several young people are speaking and laughing, and young people are also speaking in the background",./data/audiocaps/dataset/train/DByNvRcTTeo.wav
DBweH7LYhiE.png,A long beep sounds then an engine starts and another beep happens,./data/audiocaps/dataset/train/DBweH7LYhiE.wav
79j4lZF6Nns.png,Wind is blowing lightly and a man speaks in a foreign language,./data/audiocaps/dataset/train/79j4lZF6Nns.wav
79_nR8rCwNY.png,A cat meows and then a woman sings a song then the cat meows again,./data/audiocaps/dataset/train/79_nR8rCwNY.wav
79fNdmn7UeE.png,A horse is trotting and neighs lightly,./data/audiocaps/dataset/train/79fNdmn7UeE.wav
79d6S-WGhOo.png,A power tool is being used an man speaks after it is done being used,./data/audiocaps/dataset/train/79d6S-WGhOo.wav
79X0Mbqzf6Q.png,Engine running in the background then stops and someone puts something down making clunking noises,./data/audiocaps/dataset/train/79X0Mbqzf6Q.wav
79Y9SCkEGVA.png,A young man is speaking and crumpling plastic,./data/audiocaps/dataset/train/79Y9SCkEGVA.wav
79XjVmV0HZs.png,A woman laughs then several women speak and then a man speaks,./data/audiocaps/dataset/train/79XjVmV0HZs.wav
pJGThhDN_ZQ.png,Wind blows by quickly,./data/audiocaps/dataset/train/pJGThhDN_ZQ.wav
othRfG-Y6bI.png,A vehicle shifts while its engine revs up,./data/audiocaps/dataset/train/othRfG-Y6bI.wav
HeeIauABF5U.png,A person speaks and something sizzles in a pan while water drips in the background,./data/audiocaps/dataset/train/HeeIauABF5U.wav
HemMWgGbKVg.png,An aircraft flies far away,./data/audiocaps/dataset/train/HemMWgGbKVg.wav
eNafHpQw7O4.png,A toilet flushing,./data/audiocaps/dataset/train/eNafHpQw7O4.wav
M4oTW3wlD8o.png,"As people talk, food sizzles amid clanging stirring sounds",./data/audiocaps/dataset/train/M4oTW3wlD8o.wav
M4b2vHZXMiY.png,A woman talks and a baby babbles,./data/audiocaps/dataset/train/M4b2vHZXMiY.wav
M4vUB15xEoY.png,A serrated edge rub against a hard surface,./data/audiocaps/dataset/train/M4vUB15xEoY.wav
0bKV154c9LM.png,A boom occurs and a young male speaks,./data/audiocaps/dataset/train/0bKV154c9LM.wav
0bKyicbt3eE.png,A baby is crying and an adult female speaks,./data/audiocaps/dataset/train/0bKyicbt3eE.wav
0bL1meJ106w.png,"Man speaking, wind blowing hard through trees and snow",./data/audiocaps/dataset/train/0bL1meJ106w.wav
0bLyzvMLSOM.png,A strange sounding horn,./data/audiocaps/dataset/train/0bLyzvMLSOM.wav
0bGZFWbvR4g.png,"Two people speaking, gurgling",./data/audiocaps/dataset/train/0bGZFWbvR4g.wav
0bHWK1y3nac.png,Water splashing followed by a man speaking and a rooster crowing,./data/audiocaps/dataset/train/0bHWK1y3nac.wav
0bHwk-SA6oc.png,A race car is revving up its engine and takes off,./data/audiocaps/dataset/train/0bHwk-SA6oc.wav
0bKGbnwX-1s.png,A male giving a speech,./data/audiocaps/dataset/train/0bKGbnwX-1s.wav
xtn4soVf8sQ.png,Vibrations and humming from a power tool,./data/audiocaps/dataset/train/xtn4soVf8sQ.wav
xtoXPgkA1yE.png,A baby cries and laughs as people speak,./data/audiocaps/dataset/train/xtoXPgkA1yE.wav
avkLXRfJ4bY.png,A man talks as a motor engine briefly idles and then revs loudly,./data/audiocaps/dataset/train/avkLXRfJ4bY.wav
xtmxFcckSxY.png,Toilet flushing woman speaking,./data/audiocaps/dataset/train/xtmxFcckSxY.wav
0bQYnfj_Mk0.png,The accelerating sound of a car engine,./data/audiocaps/dataset/train/0bQYnfj_Mk0.wav
xtbhJGezyuY.png,"A man speaks, another person whistles, and a dog barks",./data/audiocaps/dataset/train/xtbhJGezyuY.wav
BLiH3beiM3U.png,"A lady loudly laughing, a dog growling and barking",./data/audiocaps/dataset/train/BLiH3beiM3U.wav
FRtZdWE3otE.png,Someone is snoring steadily followed by a gasp,./data/audiocaps/dataset/train/FRtZdWE3otE.wav
KeAGJXs5Pc8.png,Wind blows and leaves rustle,./data/audiocaps/dataset/train/KeAGJXs5Pc8.wav
KdqC8KSihJ4.png,Traffic goes by in all directions and finally one car nearby pulls out into traffic,./data/audiocaps/dataset/train/KdqC8KSihJ4.wav
MaQ6CyaaJA4.png,A toilet is flushed,./data/audiocaps/dataset/train/MaQ6CyaaJA4.wav
WCEg2Jc7VJY.png,An idle vehicle engine running as wind blows into a microphone followed by a car door closing,./data/audiocaps/dataset/train/WCEg2Jc7VJY.wav
svb4GW1kcZM.png,A horn honking with an engine running by loudly,./data/audiocaps/dataset/train/svb4GW1kcZM.wav
MaIzV2bFSvI.png,A woman whispering while someone is snoring in the background,./data/audiocaps/dataset/train/MaIzV2bFSvI.wav
BLlbhOnOu4I.png,Scraping followed by the trickle of fluid,./data/audiocaps/dataset/train/BLlbhOnOu4I.wav
qT8lIrtFvUg.png,A man singing followed by a crowd of people applauding and cheering,./data/audiocaps/dataset/train/qT8lIrtFvUg.wav
c7AY4y1MWUI.png,A crowd applause loudly nearby,./data/audiocaps/dataset/train/c7AY4y1MWUI.wav
qTUNZXhdKD4.png,Humming of an engine followed by a few thuds then knocks,./data/audiocaps/dataset/train/qTUNZXhdKD4.wav
qTO_z15CA5o.png,A man talks as crackles and a beep go off to get the sewing machine to work,./data/audiocaps/dataset/train/qTO_z15CA5o.wav
qTOuEbl5H08.png,"A woman speaks loudly nearby at a modest speed, and then a man laughs nearby as she continues to speak",./data/audiocaps/dataset/train/qTOuEbl5H08.wav
NpKmwH9O4ZY.png,Water running quickly,./data/audiocaps/dataset/train/NpKmwH9O4ZY.wav
6CVaNkOpCoM.png,Wind blowing hard with rustling of leaves,./data/audiocaps/dataset/train/6CVaNkOpCoM.wav
6CQm3RROOUI.png,A person speaks as sizzling food is stirred,./data/audiocaps/dataset/train/6CQm3RROOUI.wav
6CSiXm1CEAY.png,A person singing at a high pitch,./data/audiocaps/dataset/train/6CSiXm1CEAY.wav
6CSmkym-Stw.png,People speaking followed by a bang,./data/audiocaps/dataset/train/6CSmkym-Stw.wav
6ChReaV5QmU.png,Several dogs are barking whimpering while birds chirp in the background,./data/audiocaps/dataset/train/6ChReaV5QmU.wav
6CovSzV5NO4.png,Car motor running and reeving,./data/audiocaps/dataset/train/6CovSzV5NO4.wav
4QEON5KWC1o.png,"Cracking of leaves, traffic passes, a woman speaks, a dog barks",./data/audiocaps/dataset/train/4QEON5KWC1o.wav
4QGyi4Ajfjw.png,Rumbling thunderclap and boom,./data/audiocaps/dataset/train/4QGyi4Ajfjw.wav
4QHVLFkpiAI.png,A train passing by blaring its horn,./data/audiocaps/dataset/train/4QHVLFkpiAI.wav
4QJ0iFpNe84.png,Man speaking with running water in the background,./data/audiocaps/dataset/train/4QJ0iFpNe84.wav
4Q7ryemo0UQ.png,A man is speaking while birds chirp,./data/audiocaps/dataset/train/4Q7ryemo0UQ.wav
4Q8eYNz1uUg.png,"Adult whistling a tune, interrupted by a bird whistling",./data/audiocaps/dataset/train/4Q8eYNz1uUg.wav
4Q9UP3eHAe8.png,A sewing machine tip-taps faintly and a woman in the background says something,./data/audiocaps/dataset/train/4Q9UP3eHAe8.wav
HWBzPVfLFHg.png,A dog panting and whining,./data/audiocaps/dataset/train/HWBzPVfLFHg.wav
4QM638EJOug.png,Balloon popping with combustion and people reacting loudly with amazement,./data/audiocaps/dataset/train/4QM638EJOug.wav
qRhXW0D4HXs.png,Heavy wind and distant music with some clanking,./data/audiocaps/dataset/train/qRhXW0D4HXs.wav
qRt5Sr0xJ8Y.png,"Birds coo, wings flap, and slight rustling occurs, while a motor continually revs in the background",./data/audiocaps/dataset/train/qRt5Sr0xJ8Y.wav
qRvosLacd5Q.png,A person snores and women speak faintly,./data/audiocaps/dataset/train/qRvosLacd5Q.wav
ixG9DdaGbiU.png,A toilet flushes loudly nearby,./data/audiocaps/dataset/train/ixG9DdaGbiU.wav
ytJh52tiDyk.png,A loud engine humming with some splashing,./data/audiocaps/dataset/train/ytJh52tiDyk.wav
yt-A2BzaIqQ.png,An explosion is followed by swishing three times and then a swoosh,./data/audiocaps/dataset/train/yt-A2BzaIqQ.wav
ysvRdbWnW_Y.png,Clanking together with tapping and birds chirping followed by brief female speech,./data/audiocaps/dataset/train/ysvRdbWnW_Y.wav
ysrbMk0v9rk.png,Continuous repetitive ticking,./data/audiocaps/dataset/train/ysrbMk0v9rk.wav
ysrPrE9D1CQ.png,"Rapid, continuous tapping on a computer keyboard",./data/audiocaps/dataset/train/ysrPrE9D1CQ.wav
7TQwJ8LQz4A.png,A gun is fired and people shuffle along,./data/audiocaps/dataset/train/7TQwJ8LQz4A.wav
7TSU0B2adAM.png,A toilet is flushed slowly and a woman speaks,./data/audiocaps/dataset/train/7TSU0B2adAM.wav
7TSiD_mfh_Y.png,Water is splashing and a car is accelerating,./data/audiocaps/dataset/train/7TSiD_mfh_Y.wav
7TI2caccweU.png,A man is giving a speech in a deep voice,./data/audiocaps/dataset/train/7TI2caccweU.wav
7TMdhrlYovQ.png,A horse is trotting and metal clings,./data/audiocaps/dataset/train/7TMdhrlYovQ.wav
7TP9swzREA0.png,A running motor revs again and again,./data/audiocaps/dataset/train/7TP9swzREA0.wav
7TU4zgKSm4A.png,Dishes clank as a woman talks,./data/audiocaps/dataset/train/7TU4zgKSm4A.wav
ajU8hS6UkIY.png,Water trickling for a brief period,./data/audiocaps/dataset/train/ajU8hS6UkIY.wav
ZXE4ZEORCIw.png,An audience applauding and whistling,./data/audiocaps/dataset/train/ZXE4ZEORCIw.wav
ZwFAmIkk5pA.png,Someone speaks and sneezes,./data/audiocaps/dataset/train/ZwFAmIkk5pA.wav
LI6B4I3DGUg.png,A muffled bus engine running as a group of people talk in the background,./data/audiocaps/dataset/train/LI6B4I3DGUg.wav
LI5EhSQNLk0.png,A fan runs while something rattles,./data/audiocaps/dataset/train/LI5EhSQNLk0.wav
LICUikbsntI.png,Garbled machine noise concurrently runs as water is pouring out of a faucet fast and then slow,./data/audiocaps/dataset/train/LICUikbsntI.wav
mYui2825W1Q.png,"Heavy rain bouncing off loudly, distant thunderclap",./data/audiocaps/dataset/train/mYui2825W1Q.wav
JLtTQVCEfiA.png,Water trickles and a woman speaks with a faint distant hum,./data/audiocaps/dataset/train/JLtTQVCEfiA.wav
mYe4PyoRqE8.png,People speak and someone sneezes,./data/audiocaps/dataset/train/mYe4PyoRqE8.wav
JMGMvVNVI-g.png,A person crinkles paper nearby as a person speaks,./data/audiocaps/dataset/train/JMGMvVNVI-g.wav
mYh0HMNvuRw.png,Silence followed by high pitched buzzing,./data/audiocaps/dataset/train/mYh0HMNvuRw.wav
VM5HLOwrqUI.png,A man talking as a plates and glass clank,./data/audiocaps/dataset/train/VM5HLOwrqUI.wav
Iw9ni3FSmls.png,People speak and laugh,./data/audiocaps/dataset/train/Iw9ni3FSmls.wav
VLoujMQ9nvM.png,An engine hums and wind blows as a man speaks,./data/audiocaps/dataset/train/VLoujMQ9nvM.wav
VLpmYWKCIOg.png,A man speaking as crickets chirp and a dog barks in the background,./data/audiocaps/dataset/train/VLpmYWKCIOg.wav
VLsW7wttSJc.png,Two ducks make frantic calls to each other,./data/audiocaps/dataset/train/VLsW7wttSJc.wav
3mijJIw-D6Y.png,A dog starts barking before the engine starts,./data/audiocaps/dataset/train/3mijJIw-D6Y.wav
522VGTixFy8.png,A man speaking with a fairly loud spraying noise in the background,./data/audiocaps/dataset/train/522VGTixFy8.wav
5237j4cYv9Q.png,Loud vibrations from a sewing machine,./data/audiocaps/dataset/train/5237j4cYv9Q.wav
526-vt3MvE8.png,Loud burps and talking through burps,./data/audiocaps/dataset/train/526-vt3MvE8.wav
526EZHrhLf8.png,A large clock chimes,./data/audiocaps/dataset/train/526EZHrhLf8.wav
52EwoTZGHBs.png,Loud vibrations with engine accelerating,./data/audiocaps/dataset/train/52EwoTZGHBs.wav
3mrC9pAWIZc.png,Helicopter blades are rotating and a gun is fired,./data/audiocaps/dataset/train/3mrC9pAWIZc.wav
52OKQG8OJpI.png,"A woman speaking, another speaks faintly in the distance",./data/audiocaps/dataset/train/52OKQG8OJpI.wav
3mvE_CeH9q0.png,A small engine struggling,./data/audiocaps/dataset/train/3mvE_CeH9q0.wav
LepHjFxNPuU.png,"A person speaks nearby loudly, followed by a baby crying, after which the person continues to speak",./data/audiocaps/dataset/train/LepHjFxNPuU.wav
iItv5WkZsv0.png,"A woman talks, followed by a cat meowing, after which a child speaks nearby",./data/audiocaps/dataset/train/iItv5WkZsv0.wav
Leo7Wdq3GuE.png,A person snores loudly nearby as a person speaks in the distance,./data/audiocaps/dataset/train/Leo7Wdq3GuE.wav
Nkv47Gmn66Q.png,"A cat meowing in terror while ladies talk and a bird squawks, ending with a short silence",./data/audiocaps/dataset/train/Nkv47Gmn66Q.wav
8V40ZPoaJxc.png,Machine is sawing wood,./data/audiocaps/dataset/train/8V40ZPoaJxc.wav
CmIX-0dhSSc.png,People talking with wind noises,./data/audiocaps/dataset/train/CmIX-0dhSSc.wav
-d_PVei4Ce0.png,A boats speed through the water as the wind blows swiftly,./data/audiocaps/dataset/train/-d_PVei4Ce0.wav
-daiRP7v0s0.png,Consistent buzzing insect,./data/audiocaps/dataset/train/-daiRP7v0s0.wav
-daaFcupItU.png,A man gives a speech and then helicopters start flying,./data/audiocaps/dataset/train/-daaFcupItU.wav
-de-a0MlWgA.png,A man is sleeping a snoring extremely loud,./data/audiocaps/dataset/train/-de-a0MlWgA.wav
-dcZ6POUhPc.png,"Gunshots and coins falling, a crowd cheering",./data/audiocaps/dataset/train/-dcZ6POUhPc.wav
-de2i-j7Zpo.png,"He is speaking, bug noises in background",./data/audiocaps/dataset/train/-de2i-j7Zpo.wav
-dekuBpHa4g.png,Man speaks in foreign language,./data/audiocaps/dataset/train/-dekuBpHa4g.wav
InyiBo2dMfk.png,Music playing with a tick locking sound and rain falling,./data/audiocaps/dataset/train/InyiBo2dMfk.wav
CLfmnF3r-wo.png,Gunshots being fired and a shotgun blast followed by a chainsaw,./data/audiocaps/dataset/train/CLfmnF3r-wo.wav
uBRwhcCTOpc.png,"A dog barking, a pig oinking and a man speaks",./data/audiocaps/dataset/train/uBRwhcCTOpc.wav
BMrDddLb5Kg.png,Two musical notes play followed by rain pouring down and thunder roaring in the distance,./data/audiocaps/dataset/train/BMrDddLb5Kg.wav
tfy8b0MNr4g.png,A clock ringing,./data/audiocaps/dataset/train/tfy8b0MNr4g.wav
EcDQzSQ-d_I.png,A baby crying and a man speaking,./data/audiocaps/dataset/train/EcDQzSQ-d_I.wav
tvjfTXb_C4g.png,A large truck revs and drives past,./data/audiocaps/dataset/train/tvjfTXb_C4g.wav
tvbXbmnoozE.png,Race cars are racing with low music in the background,./data/audiocaps/dataset/train/tvbXbmnoozE.wav
dbLnfSEpujo.png,A man speaks briefly,./data/audiocaps/dataset/train/dbLnfSEpujo.wav
FN4c9QJJ4pQ.png,"A person talks nearby as pigeons coo quietly in the distance, followed by birds vocalizing in the distance",./data/audiocaps/dataset/train/FN4c9QJJ4pQ.wav
JtgOmzPFnHU.png,A child speaks and water runs,./data/audiocaps/dataset/train/JtgOmzPFnHU.wav
LFvw2BxHdKY.png,A man singing followed by humming and people singing,./data/audiocaps/dataset/train/LFvw2BxHdKY.wav
JtigZx4OWks.png,An engine chugging loudly,./data/audiocaps/dataset/train/JtigZx4OWks.wav
LFw11mJYRkc.png,Several pigeons coo,./data/audiocaps/dataset/train/LFw11mJYRkc.wav
5oZ9xLbuU5o.png,Cars racing at accelerated speeds,./data/audiocaps/dataset/train/5oZ9xLbuU5o.wav
7Ivl23eqQto.png,A man is talking and a dog is whimpering and barking,./data/audiocaps/dataset/train/7Ivl23eqQto.wav
-7DZifiouoM.png,A gurgling stream of liquid is passing by,./data/audiocaps/dataset/train/-7DZifiouoM.wav
ueUF-aHB1b8.png,A man speaks as birds coo in the background,./data/audiocaps/dataset/train/ueUF-aHB1b8.wav
2CLqWTpjEaY.png,Women speaking followed by dog barking,./data/audiocaps/dataset/train/2CLqWTpjEaY.wav
sJcCl3yKw8A.png,Birds flapping their wings and cooing,./data/audiocaps/dataset/train/sJcCl3yKw8A.wav
-72pUaj4jLE.png,Sirens blare past a building,./data/audiocaps/dataset/train/-72pUaj4jLE.wav
-70CCdCcQh0.png,A high pitched whistle accompanied by laughing,./data/audiocaps/dataset/train/-70CCdCcQh0.wav
-708khmH3vY.png,An engine is idling and a man speaks,./data/audiocaps/dataset/train/-708khmH3vY.wav
-6x3pTPzGZA.png,"Cars rev their engines and speed by, a crowd cheers",./data/audiocaps/dataset/train/-6x3pTPzGZA.wav
-75Uqz6OWCA.png,"A woman talks before something pops, she screams",./data/audiocaps/dataset/train/-75Uqz6OWCA.wav
-74wyz6FYhg.png,Motorcycle revving the engine,./data/audiocaps/dataset/train/-74wyz6FYhg.wav
-74VNtYbm88.png,Man speaking microphone with crowd cheering after,./data/audiocaps/dataset/train/-74VNtYbm88.wav
LG2N9aOlG0A.png,Rattling and hissing with passing traffic and people speaking then squeaking brakes,./data/audiocaps/dataset/train/LG2N9aOlG0A.wav
pmso1Ye6isk.png,Vehicles driving by as emergency and police sirens wail,./data/audiocaps/dataset/train/pmso1Ye6isk.wav
pmzLralaezk.png,Faint plastic clanking followed by insect buzzing,./data/audiocaps/dataset/train/pmzLralaezk.wav
pmeh7ocxLP4.png,Continuous snoring,./data/audiocaps/dataset/train/pmeh7ocxLP4.wav
dbW95KRHPao.png,A motorbike revs its engine,./data/audiocaps/dataset/train/dbW95KRHPao.wav
